월(Monthly),시도명,시군구,승용_관용,승용_자가용,승용_영업용,승용_합계,승합_관용,승합_자가용,승합_업무용,승합_합계,화물_관용,화물_자가용,화물_영업용,화물_합계,특수_관용,특수_자가용,특수영업용,특수_합계,총계_관용,총계_자가용,총계_영업용,총계_합계
21-Dec,Gyeonggi,계,"7,578","5,076,494","72,225","5,156,297","4,298","160,894","31,718","196,910","5,608","698,093","122,639","826,340",583,"12,603","11,719","24,905","18,067","5,948,084","238,301","6,204,452"
21-Dec,Gangwon,계,"1,875","621,793","11,730","635,398","1,604","22,809","3,056","27,469","2,535","149,664","8,840","161,039",194,"2,229","1,817","4,240","6,208","796,495","25,443","828,146"
21-Dec,Chungbuk,계,"1,426","681,610","15,944","698,980","1,043","23,776","3,737","28,556","1,575","142,944","15,033","159,552",137,"2,291","2,785","5,213","4,181","850,621","37,499","892,301"
21-Dec,Chungnam,계,"1,988","889,050","13,789","904,827","1,283","33,414","5,339","40,036","2,375","204,113","18,569","225,057",283,"3,026","3,121","6,430","5,929","1,129,603","40,818","1,176,350"
21-Dec,Jeonbuk,계,"1,844","717,237","16,280","735,361","1,348","26,078","4,071","31,497","2,075","170,473","15,739","188,287",163,"2,293","2,319","4,775","5,430","916,081","38,409","959,920"
21-Dec,Jeonnam,계,"2,226","706,251","169,875","878,352","1,701","28,836","8,076","38,613","2,513","223,857","20,667","247,037",193,"3,074","5,013","8,280","6,633","962,018","203,631","1,172,282"
21-Dec,Gyeongbuk,계,"2,665","1,107,181","13,780","1,123,626","1,787","39,458","5,302","46,547","2,971","292,377","24,577","319,925",265,"3,696","5,141","9,102","7,688","1,442,712","48,800","1,499,200"
21-Dec,Gyeongnam,계,"2,489","1,389,675","86,241","1,478,405","1,935","42,080","7,264","51,279","2,620","264,596","25,724","292,940",210,"3,635","5,580","9,425","7,254","1,699,986","124,809","1,832,049"
21-Dec,Jeju,계,849,"305,984","248,544","555,377",489,"10,948","6,857","18,294","1,013","78,389","3,786","83,188",75,"1,012",648,"1,735","2,426","396,333","259,835","658,594"
22-Jan,Seoul,계,"4,652","2,611,774","125,421","2,741,847","3,744","81,140","14,975","99,859","3,952","263,349","59,088","326,389",396,"4,470","5,113","9,979","12,744","2,960,733","204,597","3,178,074"
22-Jan,Busan,계,"1,713","1,129,048","99,823","1,230,584","1,312","32,554","6,005","39,871","1,589","150,310","34,560","186,459",146,"2,438","8,958","11,542","4,760","1,314,350","149,346","1,468,456"
22-Jan,Daegu,계,994,"997,376","25,573","1,023,943",938,"23,940","3,868","28,746","1,381","135,073","19,658","156,112",129,"2,058","2,137","4,324","3,442","1,158,447","51,236","1,213,125"
22-Jan,Incheon,계,"1,610","1,157,582","272,620","1,431,812","1,109","34,678","9,222","45,009","1,335","160,627","32,849","194,811",127,"2,800","5,426","8,353","4,181","1,355,687","320,117","1,679,985"
22-Jan,Gwangju,계,838,"572,692","14,259","587,789",604,"15,882","2,355","18,841",784,"77,958","13,812","92,554",83,"1,415","1,850","3,348","2,309","667,947","32,276","702,532"
22-Jan,Daejeon,계,658,"570,244","14,790","585,692",557,"16,371","2,131","19,059",876,"73,121","11,956","85,953",74,"1,469","1,690","3,233","2,165","661,205","30,567","693,937"
22-Jan,Ulsan,계,717,"485,475","7,844","494,036",482,"11,542","1,918","13,942",637,"60,897","9,639","71,173",45,"1,025","2,223","3,293","1,881","558,939","21,624","582,444"
22-Jan,Sejong,계,336,"163,627",858,"164,821",218,"3,656",467,"4,341",245,"14,818","1,696","16,759",50,478,170,698,849,"182,579","3,191","186,619"
22-Jan,Gyeonggi,계,"7,553","5,091,285","72,979","5,171,817","4,310","160,639","31,670","196,619","5,623","700,160","123,004","828,787",583,"12,849","11,735","25,167","18,069","5,964,933","239,388","6,222,390"
22-Jan,Gangwon,계,"1,876","623,688","11,794","637,358","1,606","22,781","3,046","27,433","2,533","150,166","8,848","161,547",194,"2,264","1,819","4,277","6,209","798,899","25,507","830,615"
22-Jan,Chungbuk,계,"1,389","683,248","15,883","700,520","1,047","23,685","3,746","28,478","1,571","143,473","15,050","160,094",137,"2,358","2,794","5,289","4,144","852,764","37,473","894,381"
22-Jan,Chungnam,계,"1,967","891,618","13,774","907,359","1,312","33,334","5,326","39,972","2,387","204,757","18,611","225,755",280,"3,035","3,122","6,437","5,946","1,132,744","40,833","1,179,523"
22-Jan,Jeonbuk,계,"1,843","718,750","16,179","736,772","1,353","26,016","4,053","31,422","2,082","170,992","15,725","188,799",164,"2,322","2,334","4,820","5,442","918,080","38,291","961,813"
22-Jan,Jeonnam,계,"2,218","708,230","170,240","880,688","1,707","28,760","7,913","38,380","2,502","224,523","20,690","247,715",194,"3,105","5,029","8,328","6,621","964,618","203,872","1,175,111"
22-Jan,Gyeongbuk,계,"2,610","1,109,754","13,742","1,126,106","1,801","39,400","5,316","46,517","2,960","293,343","24,590","320,893",267,"3,776","5,172","9,215","7,638","1,446,273","48,820","1,502,731"
22-Jan,Gyeongnam,계,"2,492","1,392,549","87,373","1,482,414","1,936","42,033","7,276","51,245","2,626","265,303","25,813","293,742",210,"3,701","5,637","9,548","7,264","1,703,586","126,099","1,836,949"
22-Jan,Jeju,계,845,"306,873","250,736","558,454",492,"10,931","6,820","18,243","1,015","78,714","3,804","83,533",74,"1,021",652,"1,747","2,426","397,539","262,012","661,977"
22-Feb,Seoul,계,"4,643","2,612,710","126,267","2,743,620","3,768","80,783","14,991","99,542","3,930","263,107","59,095","326,132",392,"4,522","5,120","10,034","12,733","2,961,122","205,473","3,179,328"
22-Feb,Busan,계,"1,713","1,130,958","101,619","1,234,290","1,300","32,464","6,010","39,774","1,584","150,664","34,710","186,958",149,"2,481","8,962","11,592","4,746","1,316,567","151,301","1,472,614"
22-Feb,Daegu,계,990,"998,096","25,650","1,024,736",940,"23,838","3,852","28,630","1,373","135,464","19,766","156,603",133,"2,092","2,149","4,374","3,436","1,159,490","51,417","1,214,343"
22-Feb,Incheon,계,"1,602","1,161,252","272,311","1,435,165","1,110","34,572","9,142","44,824","1,338","160,784","32,908","195,030",127,"2,838","5,426","8,391","4,177","1,359,446","319,787","1,683,410"
22-Feb,Gwangju,계,826,"573,178","14,212","588,216",616,"15,837","2,351","18,804",784,"78,105","13,878","92,767",84,"1,426","1,876","3,386","2,310","668,546","32,317","703,173"
22-Feb,Daejeon,계,660,"570,780","14,914","586,354",556,"16,309","2,130","18,995",884,"73,268","11,955","86,107",74,"1,489","1,694","3,257","2,174","661,846","30,693","694,713"
22-Feb,Ulsan,계,715,"486,009","7,871","494,595",483,"11,515","1,911","13,909",637,"61,035","9,645","71,317",44,"1,034","2,224","3,302","1,879","559,593","21,651","583,123"
22-Feb,Sejong,계,337,"164,601",860,"165,798",219,"3,677",466,"4,362",245,"14,862","1,712","16,819",50,500,166,716,851,"183,640","3,204","187,695"
22-Feb,Gyeonggi,계,"7,544","5,100,546","72,851","5,180,941","4,311","160,124","31,681","196,116","5,614","701,548","123,326","830,488",585,"13,083","11,774","25,442","18,054","5,975,301","239,632","6,232,987"
22-Feb,Gangwon,계,"1,881","625,002","11,771","638,654","1,568","22,722","3,031","27,321","2,528","150,745","8,863","162,136",194,"2,306","1,836","4,336","6,171","800,775","25,501","832,447"
22-Feb,Chungbuk,계,"1,391","684,573","16,038","702,002","1,063","23,698","3,741","28,502","1,570","144,122","15,110","160,802",136,"2,393","2,794","5,323","4,160","854,786","37,683","896,629"
22-Feb,Chungnam,계,"1,957","893,645","13,867","909,469","1,295","33,266","5,315","39,876","2,383","205,393","18,646","226,422",280,"3,064","3,115","6,459","5,915","1,135,368","40,943","1,182,226"
22-Feb,Jeonbuk,계,"1,849","719,847","16,003","737,699","1,353","25,951","4,047","31,351","2,085","171,341","15,705","189,131",163,"2,369","2,335","4,867","5,450","919,508","38,090","963,048"
22-Feb,Jeonnam,계,"2,218","710,135","171,285","883,638","1,688","28,704","7,894","38,286","2,497","225,150","20,759","248,406",191,"3,120","5,045","8,356","6,594","967,109","204,983","1,178,686"
22-Feb,Gyeongbuk,계,"2,610","1,111,390","13,752","1,127,752","1,786","39,368","5,319","46,473","2,951","294,180","24,615","321,746",268,"3,853","5,175","9,296","7,615","1,448,791","48,861","1,505,267"
22-Feb,Gyeongnam,계,"2,485","1,394,950","87,845","1,485,280","1,897","41,914","7,231","51,042","2,619","266,032","25,936","294,587",215,"3,756","5,657","9,628","7,216","1,706,652","126,669","1,840,537"
22-Feb,Jeju,계,842,"307,805","252,130","560,777",486,"10,912","6,803","18,201","1,015","79,518","3,798","84,331",74,"1,028",654,"1,756","2,417","399,263","263,385","665,065"
22-Mar,Seoul,계,"4,649","2,614,581","126,039","2,745,269","3,767","80,299","15,015","99,081","3,916","262,651","59,261","325,828",395,"4,580","5,146","10,121","12,727","2,962,111","205,461","3,180,299"
22-Mar,Busan,계,"1,664","1,132,298","103,787","1,237,749","1,298","32,091","6,020","39,409","1,576","150,014","34,963","186,553",147,"2,525","8,963","11,635","4,685","1,316,928","153,733","1,475,346"
22-Mar,Daegu,계,970,"999,664","25,787","1,026,421",940,"23,736","3,858","28,534","1,363","135,182","19,883","156,428",133,"2,128","2,132","4,393","3,406","1,160,710","51,660","1,215,776"
22-Mar,Incheon,계,"1,582","1,166,373","271,928","1,439,883","1,110","34,422","9,049","44,581","1,337","160,897","33,143","195,377",127,"2,876","5,423","8,426","4,156","1,364,568","319,543","1,688,267"
22-Mar,Gwangju,계,825,"574,563","14,367","589,755",609,"15,752","2,347","18,708",778,"78,167","13,974","92,919",84,"1,476","1,881","3,441","2,296","669,958","32,569","704,823"
22-Mar,Daejeon,계,653,"571,704","15,381","587,738",555,"16,188","2,138","18,881",888,"73,194","12,017","86,099",76,"1,520","1,698","3,294","2,172","662,606","31,234","696,012"
22-Mar,Ulsan,계,716,"486,262","7,911","494,889",485,"11,413","1,917","13,815",632,"61,091","9,694","71,417",45,"1,059","2,230","3,334","1,878","559,825","21,752","583,455"
22-Mar,Sejong,계,343,"165,282",876,"166,501",219,"3,664",466,"4,349",245,"14,932","1,736","16,913",50,507,167,724,857,"184,385","3,245","188,487"
22-Mar,Gyeonggi,계,"7,549","5,115,621","73,039","5,196,209","4,304","159,476","31,652","195,432","5,616","702,279","124,408","832,303",591,"13,390","11,797","25,778","18,060","5,990,766","240,896","6,249,722"
22-Mar,Gangwon,계,"1,843","626,692","11,879","640,414","1,568","22,720","3,028","27,316","2,523","151,205","8,875","162,603",195,"2,344","1,843","4,382","6,129","802,961","25,625","834,715"
22-Mar,Chungbuk,계,"1,390","686,397","16,330","704,117","1,041","23,639","3,721","28,401","1,567","144,414","15,207","161,188",135,"2,440","2,796","5,371","4,133","856,890","38,054","899,077"
22-Mar,Chungnam,계,"1,937","896,784","13,615","912,336","1,291","33,203","5,323","39,817","2,383","206,039","18,742","227,164",286,"3,132","3,120","6,538","5,897","1,139,158","40,800","1,185,855"
22-Mar,Jeonbuk,계,"1,843","721,517","15,988","739,348","1,338","25,889","4,024","31,251","2,083","171,772","15,781","189,636",170,"2,392","2,354","4,916","5,434","921,570","38,147","965,151"
22-Mar,Jeonnam,계,"2,180","712,192","171,413","885,785","1,681","28,620","7,812","38,113","2,487","225,586","20,813","248,886",193,"3,156","5,049","8,398","6,541","969,554","205,087","1,181,182"
22-Mar,Gyeongbuk,계,"2,608","1,113,827","13,771","1,130,206","1,786","39,246","5,305","46,337","2,945","294,958","24,698","322,601",273,"3,924","5,204","9,401","7,612","1,451,955","48,978","1,508,545"
22-Mar,Gyeongnam,계,"2,486","1,397,640","89,904","1,490,030","1,896","41,630","7,199","50,725","2,597","265,750","26,096","294,443",219,"3,827","5,656","9,702","7,198","1,708,847","128,855","1,844,900"
22-Mar,Jeju,계,824,"308,953","253,864","563,641",481,"10,844","6,777","18,102","1,013","80,171","3,867","85,051",75,"1,045",654,"1,774","2,393","401,013","265,162","668,568"
22-Apr,Seoul,계,"4,629","2,617,713","125,378","2,747,720","3,765","79,878","15,044","98,687","3,889","261,773","59,902","325,564",398,"4,661","5,225","10,284","12,681","2,964,025","205,549","3,182,255"
22-Apr,Busan,계,"1,673","1,134,229","105,202","1,241,104","1,281","31,918","6,028","39,227","1,572","149,766","35,048","186,386",148,"2,545","8,977","11,670","4,674","1,318,458","155,255","1,478,387"
22-Apr,Daegu,계,973,"1,001,454","25,829","1,028,256",940,"23,591","3,854","28,385","1,362","134,927","19,948","156,237",134,"2,152","2,136","4,422","3,409","1,162,124","51,767","1,217,300"
22-Apr,Incheon,계,"1,570","1,171,006","269,995","1,442,571","1,108","34,285","8,887","44,280","1,327","161,023","33,308","195,658",128,"2,913","5,417","8,458","4,133","1,369,227","317,607","1,690,967"
22-Apr,Gwangju,계,830,"575,132","14,385","590,347",605,"15,551","2,352","18,508",788,"77,828","14,053","92,669",84,"1,485","1,877","3,446","2,307","669,996","32,667","704,970"
22-Apr,Daejeon,계,655,"573,123","15,748","589,526",555,"16,030","2,143","18,728",887,"73,009","12,091","85,987",76,"1,545","1,703","3,324","2,173","663,707","31,685","697,565"
22-Apr,Ulsan,계,711,"486,483","7,904","495,098",482,"11,316","1,925","13,723",635,"60,999","9,738","71,372",45,"1,071","2,227","3,343","1,873","559,869","21,794","583,536"
22-Apr,Sejong,계,345,"165,955",912,"167,212",221,"3,648",452,"4,321",245,"14,892","1,749","16,886",50,519,165,734,861,"185,014","3,278","189,153"
22-Apr,Gyeonggi,계,"7,557","5,130,800","73,599","5,211,956","4,267","158,879","31,595","194,741","5,626","704,127","125,421","835,174",596,"13,647","11,845","26,088","18,046","6,007,453","242,460","6,267,959"
22-Apr,Gangwon,계,"1,838","628,149","11,934","641,921","1,566","22,637","3,029","27,232","2,519","151,230","8,919","162,668",199,"2,383","1,849","4,431","6,122","804,399","25,731","836,252"
22-Apr,Chungbuk,계,"1,389","687,967","16,461","705,817","1,034","23,533","3,716","28,283","1,572","144,470","15,287","161,329",140,"2,475","2,800","5,415","4,135","858,445","38,264","900,844"
22-Apr,Chungnam,계,"1,941","898,876","13,678","914,495","1,290","32,978","5,320","39,588","2,380","205,979","18,790","227,149",285,"3,199","3,116","6,600","5,896","1,141,032","40,904","1,187,832"
22-Apr,Jeonbuk,계,"1,822","722,592","15,958","740,372","1,330","25,698","4,026","31,054","2,076","171,567","15,860","189,503",170,"2,414","2,360","4,944","5,398","922,271","38,204","965,873"
22-Apr,Jeonnam,계,"2,185","713,772","175,549","891,506","1,657","28,418","7,920","37,995","2,483","225,489","20,794","248,766",198,"3,186","5,049","8,433","6,523","970,865","209,312","1,186,700"
22-Apr,Gyeongbuk,계,"2,603","1,115,641","13,765","1,132,009","1,767","39,084","5,311","46,162","2,932","294,937","24,700","322,569",273,"3,967","5,214","9,454","7,575","1,453,629","48,990","1,510,194"
22-Apr,Gyeongnam,계,"2,486","1,400,474","91,310","1,494,270","1,892","41,362","7,175","50,429","2,601","265,362","26,141","294,104",220,"3,879","5,661","9,760","7,199","1,711,077","130,287","1,848,563"
22-Apr,Jeju,계,826,"310,301","256,184","567,311",479,"10,838","6,764","18,081","1,005","80,516","3,905","85,426",75,"1,067",656,"1,798","2,385","402,722","267,509","672,616"
22-May,Seoul,계,"4,582","2,620,310","125,755","2,750,647","3,760","79,542","15,079","98,381","3,878","261,456","60,086","325,420",400,"4,695","5,252","10,347","12,620","2,966,003","206,172","3,184,795"
22-May,Busan,계,"1,681","1,137,022","106,159","1,244,862","1,277","31,745","6,026","39,048","1,572","149,646","35,052","186,270",150,"2,577","8,949","11,676","4,680","1,320,990","156,186","1,481,856"
22-May,Daegu,계,975,"1,002,345","25,999","1,029,319",924,"23,466","3,847","28,237","1,368","134,785","19,972","156,125",134,"2,203","2,141","4,478","3,401","1,162,799","51,959","1,218,159"
22-May,Incheon,계,"1,570","1,175,072","270,124","1,446,766","1,100","34,106","8,801","44,007","1,333","161,509","33,303","196,145",127,"2,970","5,404","8,501","4,130","1,373,657","317,632","1,695,419"
22-May,Gwangju,계,829,"575,889","14,434","591,152",593,"15,397","2,393","18,383",788,"77,735","14,108","92,631",85,"1,521","1,878","3,484","2,295","670,542","32,813","705,650"
22-May,Daejeon,계,659,"574,222","16,000","590,881",556,"15,915","2,156","18,627",890,"73,068","12,124","86,082",77,"1,566","1,709","3,352","2,182","664,771","31,989","698,942"
22-May,Ulsan,계,716,"486,909","7,909","495,534",474,"11,235","1,924","13,633",634,"60,958","9,778","71,370",46,"1,085","2,236","3,367","1,870","560,187","21,847","583,904"
22-May,Sejong,계,347,"166,635",923,"167,905",219,"3,627",462,"4,308",247,"14,892","1,756","16,895",51,531,169,751,864,"185,685","3,310","189,859"
22-May,Gyeonggi,계,"7,557","5,144,038","73,781","5,225,376","4,280","158,189","31,623","194,092","5,616","705,632","125,846","837,094",601,"13,918","11,849","26,368","18,054","6,021,777","243,099","6,282,930"
22-May,Gangwon,계,"1,844","629,498","12,029","643,371","1,571","22,466","3,028","27,065","2,527","151,142","8,914","162,583",204,"2,445","1,855","4,504","6,146","805,551","25,826","837,523"
22-May,Chungbuk,계,"1,388","689,436","16,548","707,372","1,035","23,454","3,731","28,220","1,569","144,632","15,286","161,487",139,"2,519","2,799","5,457","4,131","860,041","38,364","902,536"
22-May,Chungnam,계,"1,945","901,036","13,636","916,617","1,292","32,905","5,297","39,494","2,371","206,057","18,860","227,288",287,"3,256","3,145","6,688","5,895","1,143,254","40,938","1,190,087"
22-May,Jeonbuk,계,"1,801","723,396","15,808","741,005","1,332","25,605","4,008","30,945","2,079","171,652","15,872","189,603",172,"2,465","2,374","5,011","5,384","923,118","38,062","966,564"
22-May,Jeonnam,계,"2,192","714,911","177,887","894,990","1,659","28,278","7,942","37,879","2,498","225,266","20,767","248,531",200,"3,191","5,053","8,444","6,549","971,646","211,649","1,189,844"
