"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20250313","신림선","대방","3381","2745","20250316",""
"20250313","신림선","샛강","3580","4120","20250316",""
"20250313","수인선","인천","1087","1710","20250316",""
"20250313","수인선","신포","2111","2130","20250316",""
"20250313","수인선","숭의","4758","4350","20250316",""
"20250313","수인선","인하대","9758","9178","20250316",""
"20250313","수인선","송도","2894","2504","20250316",""
"20250313","수인선","연수","5158","5077","20250316",""
"20250313","수인선","원인재","4868","5051","20250316",""
"20250313","수인선","남동인더스파크","2678","3040","20250316",""
"20250313","수인선","호구포","4374","4580","20250316",""
"20250313","수인선","인천논현","6017","6494","20250316",""
"20250313","수인선","소래포구","5437","5017","20250316",""
"20250313","수인선","월곶","3703","3279","20250316",""
"20250313","수인선","달월","93","67","20250316",""
"20250313","수인선","사리","5977","5331","20250316",""
"20250313","수인선","야목","613","452","20250316",""
"20250313","수인선","어천","1779","1688","20250316",""
"20250313","수인선","오목천","6034","5214","20250316",""
"20250313","수인선","고색","6810","6681","20250316",""
"20250313","서해선","부천종합운동장","3187","2845","20250316",""
"20250313","서해선","원종","5500","5483","20250316",""
"20250313","서해선","김포공항","2986","4246","20250316",""
"20250313","분당선","매교","6332","6265","20250316",""
"20250313","분당선","수원시청","15581","16708","20250316",""
"20250313","분당선","매탄권선","6368","6236","20250316",""
"20250313","분당선","망포","17593","16976","20250316",""
"20250313","분당선","영통","10655","10755","20250316",""
"20250313","분당선","청명","5473","5332","20250316",""
"20250313","분당선","상갈","6011","5714","20250316",""
"20250313","분당선","기흥","13013","12488","20250316",""
"20250313","분당선","신갈","5658","5544","20250316",""
"20250313","분당선","구성","8062","8262","20250316",""
"20250313","분당선","죽전","16731","18471","20250316",""
"20250313","분당선","보정","2911","2695","20250316",""
"20250313","분당선","이매","6301","5897","20250316",""
"20250313","분당선","오리","12697","10886","20250316",""
"20250313","분당선","미금","17376","17911","20250316",""
"20250313","분당선","정자","21545","22577","20250316",""
"20250313","분당선","수내","15292","15555","20250316",""
"20250313","분당선","서현","25687","26487","20250316",""
"20250313","분당선","야탑","28969","30776","20250316",""
"20250313","분당선","모란","21579","21917","20250316",""
"20250313","분당선","태평","14395","13987","20250316",""
"20250313","분당선","가천대","16262","16272","20250316",""
"20250313","분당선","선정릉","8980","9393","20250316",""
"20250313","분당선","강남구청","11340","12927","20250316",""
"20250313","분당선","압구정로데오","20659","22201","20250316",""
"20250313","분당선","서울숲","13293","13742","20250316",""
"20250313","분당선","수원","9161","8235","20250316",""
"20250313","분당선","복정","1","0","20250316",""
"20250313","분당선","수서","19055","19967","20250316",""
"20250313","분당선","대모산입구","6961","6613","20250316",""
"20250313","분당선","개포동","5150","5260","20250316",""
"20250313","분당선","구룡","4368","4329","20250316",""
"20250313","분당선","도곡","8741","8808","20250316",""
"20250313","분당선","한티","16698","18101","20250316",""
"20250313","분당선","선릉","14957","22754","20250316",""
"20250313","과천선","범계","31860","32065","20250316",""
"20250313","과천선","평촌","21129","20563","20250316",""
"20250313","과천선","인덕원","29549","30073","20250316",""
"20250313","과천선","정부과천청사","14983","16140","20250316",""
"20250313","과천선","과천","7279","6699","20250316",""
"20250313","과천선","대공원","2253","2355","20250316",""
"20250313","과천선","경마공원","1399","1396","20250316",""
"20250313","과천선","선바위","8646","7858","20250316",""
"20250313","공항철도 1호선","영종","4614","4682","20250316",""
"20250313","공항철도 1호선","인천공항2터미널","8103","6527","20250316",""
"20250313","공항철도 1호선","인천공항1터미널","15719","13369","20250316",""
"20250313","공항철도 1호선","공항화물청사","2197","2329","20250316",""
"20250313","공항철도 1호선","운서","9932","10657","20250316",""
"20250313","공항철도 1호선","청라국제도시","8327","8010","20250316",""
"20250313","공항철도 1호선","검암","6972","7066","20250316",""
"20250313","공항철도 1호선","계양","14899","14512","20250316",""
"20250313","공항철도 1호선","김포공항","9068","5911","20250316",""
"20250313","공항철도 1호선","마곡나루(서울식물원)","14438","13571","20250316",""
"20250313","공항철도 1호선","디지털미디어시티","16789","15900","20250316",""
"20250313","공항철도 1호선","홍대입구","14255","13895","20250316",""
"20250313","공항철도 1호선","공덕","3274","4341","20250316",""
"20250313","공항철도 1호선","서울역","14493","11826","20250316",""
"20250313","경춘선","춘천","2376","1719","20250316",""
"20250313","경춘선","남춘천","3432","2985","20250316",""
"20250313","경춘선","김유정","361","376","20250316",""
"20250313","경춘선","강촌","472","452","20250316",""
"20250313","경춘선","백양리","59","77","20250316",""
"20250313","경춘선","굴봉산","112","118","20250316",""
"20250313","경춘선","가평","1676","1693","20250316",""
"20250313","경춘선","상천","262","233","20250316",""
"20250313","경춘선","청평","1759","1777","20250316",""
"20250313","경춘선","대성리","548","499","20250316",""
"20250313","경춘선","마석","4886","4943","20250316",""
"20250313","경춘선","천마산","1804","1622","20250316",""
"20250313","경춘선","평내호평","7485","7273","20250316",""
"20250313","경춘선","금곡","1805","1838","20250316",""
"20250313","경춘선","사릉","2462","2457","20250316",""
"20250313","경춘선","퇴계원","3877","3556","20250316",""
"20250313","경춘선","별내","2755","2598","20250316",""
"20250313","경춘선","갈매","3164","2740","20250316",""
"20250313","경춘선","신내","3324","3153","20250316",""
"20250313","경인선","도화","4656","4284","20250316",""
"20250313","경인선","중동","10477","9748","20250316",""
"20250313","경인선","온수(성공회대입구)","7424","7005","20250316",""
"20250313","경인선","도원","3878","3776","20250316",""
"20250313","경인선","간석","6232","5929","20250316",""
"20250313","경인선","부개","9677","9032","20250316",""
"20250313","경인선","소사","8975","7817","20250316",""
"20250313","경인선","구일","8036","7948","20250316",""
"20250313","경인선","인천","3930","2914","20250316",""
"20250313","경인선","동인천","13790","13496","20250316",""
"20250313","경인선","제물포","12854","12237","20250316",""
"20250313","경인선","주안","20788","18799","20250316",""
"20250313","경인선","동암","16505","16793","20250316",""
"20250313","경인선","백운","7933","7629","20250316",""
"20250313","경인선","부평","30136","31653","20250316",""
"20250313","경인선","송내","29693","29412","20250316",""
"20250313","경인선","부천","33515","34072","20250316",""
"20250313","경인선","역곡","31531","31308","20250316",""
"20250313","경인선","오류동","12865","12126","20250316",""
"20250313","경인선","개봉","24465","24349","20250316",""
"20250313","경의선","운천","4","1","20250316",""
"20250313","경의선","임진강","4","2","20250316",""
"20250313","경의선","문산","5616","5647","20250316",""
"20250313","경의선","파주","1808","1418","20250316",""
"20250313","경의선","월롱","2732","2303","20250316",""
"20250313","경의선","금촌","7025","6712","20250316",""
"20250313","경의선","금릉","5636","5658","20250316",""
"20250313","경의선","운정","8054","7583","20250316",""
"20250313","경의선","야당","8971","9296","20250316",""
"20250313","경의선","탄현","8884","8555","20250316",""
"20250313","경의선","일산","13494","13592","20250316",""
"20250313","경의선","풍산","7114","6821","20250316",""
"20250313","경의선","백마","8478","8432","20250316",""
"20250313","경의선","곡산","717","759","20250316",""
"20250313","경의선","능곡","5370","5090","20250316",""
"20250313","경의선","행신","9038","8958","20250316",""
"20250313","경의선","강매","3822","3227","20250316",""
"20250313","경의선","한국항공대","4551","4159","20250316",""
"20250313","경의선","수색","3887","4012","20250316",""
"20250313","경의선","디지털미디어시티","2987","2971","20250316",""
"20250313","경의선","가좌","6817","6627","20250316",""
"20250313","경의선","홍대입구","2144","2461","20250316",""
"20250313","경의선","서강대","2655","2619","20250316",""
"20250313","경의선","공덕","4505","3729","20250316",""
"20250313","경의선","효창공원앞","3811","4219","20250316",""
"20250313","경의선","신촌","1167","1572","20250316",""
"20250313","경의선","서울역","4192","5477","20250316",""
"20250313","경원선","연천","1102","1091","20250316",""
"20250313","경원선","전곡","1060","1008","20250316",""
"20250313","경원선","청산","159","126","20250316",""
"20250313","경원선","소요산","1560","1561","20250316",""
"20250313","경원선","동두천","2611","2539","20250316",""
"20250313","경원선","보산","1561","1426","20250316",""
"20250313","경원선","동두천중앙","3424","3282","20250316",""
"20250313","경원선","지행","7034","7362","20250316",""
"20250313","경원선","덕정","7350","6947","20250316",""
"20250313","경원선","덕계","7003","6451","20250316",""
"20250313","경원선","양주","8613","7963","20250316",""
"20250313","경원선","녹양","4954","4743","20250316",""
"20250313","경원선","가능","7071","6946","20250316",""
"20250313","경원선","의정부","20445","20875","20250316",""
"20250313","경원선","회룡","14844","14594","20250316",""
"20250313","경원선","망월사","10824","10793","20250316",""
"20250313","경원선","도봉산","8137","5325","20250316",""
"20250313","경원선","도봉","6633","6311","20250316",""
"20250313","경원선","방학","11169","10883","20250316",""
"20250313","경원선","창동","4","0","20250316",""
"20250313","경원선","녹천","5054","4246","20250316",""
"20250313","경원선","월계","9103","8096","20250316",""
"20250313","경원선","광운대","10941","10585","20250316",""
"20250313","경원선","석계","8336","9351","20250316",""
"20250313","경원선","신이문","9228","8719","20250316",""
"20250313","경원선","외대앞","12912","12831","20250316",""
"20250313","경원선","청량리(서울시립대입구)","17772","18061","20250316",""
"20250313","경원선","왕십리(성동구청)","18511","17605","20250316",""
"20250313","경원선","응봉","1973","1648","20250316",""
"20250313","경원선","옥수","65","50","20250316",""
"20250313","경원선","한남","4167","3973","20250316",""
"20250313","경원선","서빙고","2472","2244","20250316",""
"20250313","경원선","이촌(국립중앙박물관)","4474","3509","20250316",""
"20250313","경부선","광명","4063","3559","20250316",""
"20250313","경부선","서동탄","1701","1459","20250316",""
"20250313","경부선","당정","7858","7524","20250316",""
"20250313","경부선","천안","8839","7465","20250316",""
"20250313","경부선","두정","10726","10972","20250316",""
"20250313","경부선","직산","1161","1132","20250316",""
"20250313","경부선","성환","8091","7261","20250316",""
"20250313","경부선","평택","14229","14301","20250316",""
"20250313","경부선","평택지제","4780","4629","20250316",""
"20250313","경부선","서정리","9198","8551","20250316",""
"20250313","경부선","송탄","4646","4627","20250316",""
"20250313","경부선","진위","1809","1751","20250316",""
"20250313","경부선","오산","12294","12423","20250316",""
"20250313","경부선","오산대","4749","4379","20250316",""
"20250313","경부선","세마","3875","3724","20250316",""
"20250313","경부선","병점","19024","19026","20250316",""
"20250313","경부선","세류","3825","3576","20250316",""
"20250313","경부선","독산","19638","20051","20250316",""
"20250313","경부선","수원","42274","44420","20250316",""
"20250313","경부선","화서","12231","11915","20250316",""
"20250313","경부선","성균관대","18740","17937","20250316",""
"20250313","경부선","의왕","10682","10592","20250316",""
"20250313","경부선","군포","8160","8071","20250316",""
"20250313","경부선","금정","32247","32962","20250316",""
"20250313","경부선","명학","11016","10903","20250316",""
"20250313","경부선","안양","30348","30274","20250316",""
"20250313","경부선","관악","7878","7567","20250316",""
"20250313","경부선","석수","9652","8818","20250316",""
"20250313","경부선","금천구청","12514","12743","20250316",""
"20250313","경부선","가산디지털단지","22471","24711","20250316",""
"20250313","경부선","구로","19185","19591","20250316",""
"20250313","경부선","신길","9980","8995","20250316",""
"20250313","경부선","신도림","4474","4551","20250316",""
"20250313","경부선","영등포","42014","41750","20250316",""
"20250313","경부선","대방","12106","13597","20250316",""
"20250313","경부선","노량진","9182","9423","20250316",""
"20250313","경부선","용산","39230","39645","20250316",""
"20250313","경부선","남영","11134","11882","20250316",""
"20250313","경부선","서울역","9100","3432","20250316",""
"20250313","경강선","성남","1335","1171","20250316",""
"20250313","경강선","여주","3560","3200","20250316",""
"20250313","경강선","세종대왕릉","331","358","20250316",""
"20250313","경강선","부발","2556","2423","20250316",""
"20250313","경강선","이천","3008","3264","20250316",""
"20250313","경강선","신둔도예촌","1811","1548","20250316",""
"20250313","경강선","곤지암","2468","2336","20250316",""
"20250313","경강선","초월","4168","3958","20250316",""
"20250313","경강선","경기광주","8847","8592","20250316",""
"20250313","경강선","삼동","2854","2598","20250316",""
"20250313","경강선","이매","1113","1004","20250316",""
"20250313","경강선","판교","6510","6441","20250316",""
"20250313","9호선2~3단계","중앙보훈병원","15264","13214","20250316",""
"20250313","9호선2~3단계","둔촌오륜","4796","4627","20250316",""
"20250313","9호선2~3단계","올림픽공원(한국체대)","7111","7407","20250316",""
"20250313","9호선2~3단계","한성백제","3505","3085","20250316",""
"20250313","9호선2~3단계","송파나루","6448","6799","20250316",""
"20250313","9호선2~3단계","석촌","10782","9701","20250316",""
"20250313","9호선2~3단계","석촌고분","8319","7995","20250316",""
"20250313","9호선2~3단계","삼전","9224","8855","20250316",""
"20250313","9호선2~3단계","종합운동장","5725","5678","20250316",""
"20250313","9호선2~3단계","봉은사","26795","28106","20250316",""
"20250313","9호선2~3단계","삼성중앙","9529","9922","20250316",""
"20250313","7호선","온수(성공회대입구)","12776","11566","20250316",""
"20250313","7호선","천왕","13574","13016","20250316",""
"20250313","7호선","광명사거리","23903","23686","20250316",""
"20250313","7호선","철산","24109","24397","20250316",""
"20250313","7호선","가산디지털단지","51170","52094","20250316",""
"20250313","7호선","남구로","17116","18041","20250316",""
"20250313","7호선","대림(구로구청)","9405","9375","20250316",""
"20250313","7호선","신풍","13269","12393","20250316",""
"20250313","7호선","보라매","7430","8053","20250316",""
"20250313","7호선","신대방삼거리","17284","16588","20250316",""
"20250313","7호선","장승배기","10439","10192","20250316",""
"20250313","7호선","상도","14890","14947","20250316",""
"20250313","7호선","숭실대입구(살피재)","19162","19434","20250316",""
"20250313","7호선","남성","13042","12495","20250316",""
"20250313","7호선","이수","19224","18756","20250316",""
"20250313","7호선","내방","17553","17709","20250316",""
"20250313","중앙선","지평","39","48","20250316",""
"20250313","중앙선","용문","1877","1856","20250316",""
"20250313","중앙선","원덕","358","324","20250316",""
"20250313","중앙선","양평","4462","4694","20250316",""
"20250313","중앙선","오빈","325","339","20250316",""
"20250313","중앙선","아신","597","597","20250316",""
"20250313","중앙선","국수","784","754","20250316",""
"20250313","중앙선","신원","301","277","20250316",""
"20250313","중앙선","양수","1961","1990","20250316",""
"20250313","중앙선","운길산","674","706","20250316",""
"20250313","중앙선","팔당","787","785","20250316",""
"20250313","중앙선","도심","2988","2322","20250316",""
"20250313","중앙선","덕소","6136","6087","20250316",""
"20250313","중앙선","양정","569","496","20250316",""
"20250313","중앙선","도농","11171","10346","20250316",""
"20250313","중앙선","구리","9095","9447","20250316",""
"20250313","중앙선","양원","3687","3677","20250316",""
"20250313","중앙선","망우","8498","8276","20250316",""
"20250313","중앙선","상봉","6351","6289","20250316",""
"20250313","중앙선","중랑","6065","5704","20250316",""
"20250313","중앙선","회기","32861","31393","20250316",""
"20250313","장항선","신창(순천향대)","4029","3123","20250316",""
"20250313","장항선","온양온천","5117","5198","20250316",""
"20250313","장항선","배방","1483","1524","20250316",""
"20250313","장항선","탕정","2408","2082","20250316",""
"20250313","장항선","아산","5280","4754","20250316",""
"20250313","장항선","쌍용(나사렛대)","4009","3651","20250316",""
"20250313","장항선","봉명","1761","1715","20250316",""
"20250313","일산선","대화","13186","10655","20250316",""
"20250313","일산선","주엽","10136","10285","20250316",""
"20250313","일산선","정발산","7831","7931","20250316",""
"20250313","일산선","마두","9150","9247","20250316",""
"20250313","일산선","백석","11501","11740","20250316",""
"20250313","일산선","대곡","10482","9305","20250316",""
"20250313","일산선","화정","19615","20256","20250316",""
"20250313","일산선","원당","13258","12828","20250316",""
"20250313","일산선","삼송","22206","21431","20250316",""
"20250313","9호선2~3단계","선정릉","12253","13278","20250316",""
"20250313","9호선2~3단계","언주","13149","13682","20250316",""
"20250313","9호선","신논현","34870","34898","20250316",""
"20250313","9호선","사평","4794","4613","20250316",""
"20250313","9호선","고속터미널","15477","20044","20250316",""
"20250313","9호선","신반포","5203","4922","20250316",""
"20250313","9호선","구반포","2058","1920","20250316",""
"20250313","9호선","동작(현충원)","1913","1597","20250316",""
"20250313","9호선","흑석(중앙대입구)","12812","12861","20250316",""
"20250313","9호선","노들","5473","4485","20250316",""
"20250313","9호선","노량진","28729","28481","20250316",""
"20250313","9호선","샛강","7663","7765","20250316",""
"20250313","일산선","지축","4","0","20250316",""
"20250313","일산선","원흥","13247","12405","20250316",""
"20250313","우이신설선","신설동","2912","2692","20250316",""
"20250313","우이신설선","보문","2021","1987","20250316",""
"20250313","우이신설선","성신여대입구(돈암)","4323","4621","20250316",""
"20250313","우이신설선","정릉","5583","5147","20250316",""
"20250313","우이신설선","북한산보국문","7412","7129","20250316",""
"20250313","우이신설선","솔샘","6844","6529","20250316",""
"20250313","우이신설선","삼양사거리","2932","2891","20250316",""
"20250313","우이신설선","삼양","2684","2796","20250316",""
"20250313","우이신설선","화계","4198","3999","20250316",""
"20250313","우이신설선","가오리","4883","4981","20250316",""
"20250313","우이신설선","4.19민주묘지","5000","5025","20250316",""
"20250313","7호선","고속터미널","17628","15735","20250316",""
"20250313","7호선","반포","7450","7021","20250316",""
"20250313","7호선","논현","21842","22411","20250316",""
"20250313","7호선","학동","27501","28544","20250316",""
"20250313","7호선","강남구청","19036","21012","20250316",""
"20250313","7호선","청담","21810","23739","20250316",""
"20250313","7호선","자양(뚝섬한강공원)","9488","9190","20250316",""
"20250313","7호선","건대입구","16689","17161","20250316",""
"20250313","7호선","어린이대공원(세종대)","22533","23423","20250316",""
"20250313","7호선","군자(능동)","17024","13741","20250316",""
"20250313","7호선","중곡","12569","11913","20250316",""
"20250313","7호선","용마산(용마폭포공원)","6396","6243","20250316",""
"20250313","7호선","사가정","18422","18689","20250316",""
"20250313","7호선","면목","17613","16930","20250316",""
"20250313","7호선","상봉","19275","18814","20250316",""
"20250313","7호선","중화","12063","11872","20250316",""
"20250313","7호선","먹골","11451","11434","20250316",""
"20250313","7호선","태릉입구","10357","9948","20250316",""
"20250313","7호선","공릉(서울과학기술대)","14964","14455","20250316",""
"20250313","7호선","하계","21040","19965","20250316",""
"20250313","7호선","중계","17036","15774","20250316",""
"20250313","7호선","노원","22381","23701","20250316",""
"20250313","7호선","마들","15395","14616","20250316",""
"20250313","7호선","수락산","13917","13721","20250316",""
"20250313","7호선","도봉산","10283","11820","20250316",""
"20250313","7호선","장암","3127","1373","20250316",""
"20250313","6호선","봉화산(서울의료원)","10057","9330","20250316",""
"20250313","6호선","화랑대(서울여대입구)","14868","11889","20250316",""
"20250313","6호선","태릉입구","6810","7863","20250316",""
"20250313","6호선","석계","14474","14707","20250316",""
"20250313","6호선","돌곶이","11679","10838","20250316",""
"20250313","6호선","상월곡(한국과학기술연구원)","8318","7835","20250316",""
"20250313","6호선","월곡(동덕여대)","15214","14725","20250316",""
"20250313","6호선","고려대(종암)","11198","10713","20250316",""
"20250313","6호선","안암(고대병원앞)","19156","19315","20250316",""
"20250313","6호선","보문","9507","8959","20250316",""
"20250313","6호선","창신","4356","3759","20250316",""
"20250313","6호선","동묘앞","9594","9837","20250316",""
"20250313","6호선","신당","9423","9900","20250316",""
"20250313","6호선","청구","4398","4452","20250316",""
"20250313","6호선","약수","4440","4278","20250316",""
"20250313","6호선","버티고개","2546","2526","20250316",""
"20250313","6호선","한강진","11166","13063","20250316",""
"20250313","6호선","이태원","11461","12238","20250316",""
"20250313","6호선","녹사평(용산구청)","5434","5456","20250316",""
"20250313","우이신설선","솔밭공원","2997","2794","20250316",""
"20250313","6호선","삼각지","8469","7722","20250316",""
"20250313","6호선","효창공원앞","9405","8968","20250316",""
"20250313","6호선","공덕","22274","21597","20250316",""
"20250313","6호선","대흥(서강대앞)","11675","12350","20250316",""
"20250313","6호선","광흥창(서강)","11310","10853","20250316",""
"20250313","6호선","상수","11514","13074","20250316",""
"20250313","6호선","합정","14767","14546","20250316",""
"20250313","6호선","망원","17093","18245","20250316",""
"20250313","6호선","마포구청","16760","15268","20250316",""
"20250313","6호선","월드컵경기장(성산)","4693","4706","20250316",""
"20250313","6호선","디지털미디어시티","17260","18829","20250316",""
"20250313","6호선","증산(명지대앞)","10858","10940","20250316",""
"20250313","6호선","새절(신사)","14934","14001","20250316",""
"20250313","6호선","구산","9486","7121","20250316",""
"20250313","6호선","연신내","2","0","20250316",""
"20250313","6호선","독바위","3091","3189","20250316",""
"20250313","6호선","불광","5087","4902","20250316",""
"20250313","6호선","역촌","4431","5270","20250316",""
"20250313","6호선","응암","20296","20214","20250316",""
"20250313","5호선","하남검단산","7183","6775","20250316",""
"20250313","5호선","하남시청(덕풍·신장)","9975","9363","20250316",""
"20250313","5호선","하남풍산","5201","5220","20250316",""
"20250313","5호선","미사","20171","20593","20250316",""
"20250313","5호선","강일","7028","6541","20250316",""
"20250313","5호선","마천","8620","7522","20250316",""
"20250313","5호선","거여","11843","11627","20250316",""
"20250313","5호선","개롱","8034","8113","20250316",""
"20250313","5호선","오금","4384","4521","20250316",""
"20250313","5호선","방이","8466","8734","20250316",""
"20250313","5호선","올림픽공원(한국체대)","5598","4693","20250316",""
"20250313","5호선","둔촌동","14220","13884","20250316",""
"20250313","5호선","상일동","16728","15853","20250316",""
"20250313","5호선","고덕","12026","11742","20250316",""
"20250313","5호선","명일","9478","9431","20250316",""
"20250313","5호선","굽은다리(강동구민회관앞)","11086","10740","20250316",""
"20250313","5호선","길동","9780","9931","20250316",""
"20250313","5호선","강동","21391","20851","20250316",""
"20250313","5호선","천호(풍납토성)","21471","21104","20250316",""
"20250313","5호선","광나루(장신대)","13592","13150","20250316",""
"20250313","5호선","아차산(어린이대공원후문)","16460","15989","20250316",""
"20250313","5호선","군자(능동)","13707","14952","20250316",""
"20250313","5호선","장한평","22816","22573","20250316",""
"20250313","5호선","답십리","18808","16858","20250316",""
"20250313","5호선","마장","7027","6578","20250316",""
"20250313","5호선","왕십리(성동구청)","5137","5598","20250316",""
"20250313","5호선","행당","9103","8126","20250316",""
"20250313","5호선","신금호","7434","7904","20250316",""
"20250313","5호선","청구","4396","4041","20250316",""
"20250313","5호선","동대문역사문화공원(DDP)","3809","4282","20250316",""
"20250313","5호선","을지로4가","7702","7717","20250316",""
"20250313","5호선","종로3가","16235","15996","20250316",""
"20250313","5호선","광화문(세종문화회관)","40481","41984","20250316",""
"20250313","5호선","서대문","24985","25573","20250316",""
"20250313","5호선","충정로(경기대입구)","5956","6217","20250316",""
"20250313","5호선","애오개","7566","7466","20250316",""
"20250313","5호선","공덕","17500","18325","20250316",""
"20250313","5호선","마포","17395","17786","20250316",""
"20250313","5호선","여의나루","13988","16016","20250316",""
"20250313","5호선","여의도","34349","36491","20250316",""
"20250313","5호선","신길","5693","6016","20250316",""
"20250313","5호선","영등포시장","13631","13747","20250316",""
"20250313","5호선","영등포구청","5792","5667","20250316",""
"20250313","5호선","양평","9387","9021","20250316",""
"20250313","5호선","오목교(목동운동장앞)","23715","25474","20250316",""
"20250313","5호선","목동","19277","20704","20250316",""
"20250313","5호선","신정(은행정)","15242","12288","20250316",""
"20250313","5호선","까치산","30906","29888","20250316",""
"20250313","5호선","화곡","32128","30210","20250316",""
"20250313","5호선","우장산","17201","17040","20250316",""
"20250313","5호선","발산","26949","27443","20250316",""
"20250313","5호선","마곡","14917","15137","20250316",""
"20250313","5호선","송정","7041","6799","20250316",""
"20250313","5호선","김포공항","12685","8113","20250316",""
"20250313","5호선","개화산","6763","6446","20250316",""
"20250313","5호선","방화","7871","7406","20250316",""
"20250313","4호선","남태령","1581","1444","20250316",""
"20250313","4호선","사당","29081","26011","20250316",""
"20250313","4호선","총신대입구(이수)","21681","23502","20250316",""
"20250313","4호선","동작(현충원)","1822","1835","20250316",""
"20250313","4호선","이촌(국립중앙박물관)","8285","9402","20250316",""
"20250313","4호선","신용산","21971","23748","20250316",""
"20250313","4호선","삼각지","7103","8045","20250316",""
"20250313","4호선","숙대입구(갈월)","18851","18214","20250316",""
"20250313","4호선","서울역","14873","26061","20250316",""
"20250313","4호선","회현(남대문시장)","32129","33862","20250316",""
"20250313","4호선","명동","39000","40969","20250316",""
"20250313","4호선","충무로","38847","39117","20250316",""
"20250313","4호선","동대문역사문화공원(DDP)","21800","19177","20250316",""
"20250313","4호선","동대문","21886","22606","20250316",""
"20250313","4호선","혜화","40535","40454","20250316",""
"20250313","4호선","한성대입구(삼선교)","17549","17009","20250316",""
"20250313","4호선","성신여대입구(돈암)","26836","25295","20250316",""
"20250313","4호선","길음","25951","26165","20250316",""
"20250313","4호선","미아사거리","28996","28789","20250316",""
"20250313","4호선","미아(서울사이버대학)","18782","18296","20250316",""
"20250313","4호선","수유(강북구청)","38481","38751","20250316",""
"20250313","4호선","쌍문","33090","30829","20250316",""
"20250313","4호선","창동","29823","31519","20250316",""
"20250313","4호선","노원","23091","26047","20250316",""
"20250313","4호선","상계","22112","20853","20250316",""
"20250313","4호선","당고개","10627","9063","20250316",""
"20250313","3호선","오금","7697","6927","20250316",""
"20250313","3호선","경찰병원","8688","8828","20250316",""
"20250313","3호선","가락시장","10273","10049","20250316",""
"20250313","3호선","수서","20600","20257","20250316",""
"20250313","3호선","일원","13242","12860","20250316",""
"20250313","3호선","대청","12803","11983","20250316",""
"20250313","3호선","학여울","2622","2559","20250316",""
"20250313","3호선","대치","13930","14066","20250316",""
"20250313","3호선","도곡","7172","7274","20250316",""
"20250313","3호선","매봉","14829","14327","20250316",""
"20250313","3호선","양재(서초구청)","44778","47013","20250316",""
"20250313","3호선","남부터미널(예술의전당)","35301","35750","20250316",""
"20250313","3호선","교대(법원.검찰청)","20569","11814","20250316",""
"20250313","3호선","고속터미널","49052","44862","20250316",""
"20250313","3호선","잠원","6107","5787","20250316",""
"20250313","3호선","신사","30754","32252","20250316",""
"20250313","3호선","압구정","33914","36593","20250316",""
"20250313","3호선","옥수","10073","10417","20250316",""
"20250313","3호선","금호","9148","8642","20250316",""
"20250313","3호선","약수","14349","14126","20250316",""
"20250313","3호선","동대입구","13056","15150","20250316",""
"20250313","3호선","충무로","4","0","20250316",""
"20250313","3호선","을지로3가","13744","13514","20250316",""
"20250313","3호선","종로3가","12684","13889","20250316",""
"20250313","3호선","안국","34961","36119","20250316",""
"20250313","3호선","경복궁(정부서울청사)","33820","33449","20250316",""
"20250313","3호선","독립문","8475","9000","20250316",""
"20250313","3호선","무악재","4841","4986","20250316",""
"20250313","3호선","홍제","20459","19632","20250316",""
"20250313","3호선","녹번","17855","16619","20250316",""
"20250313","3호선","불광","18849","20157","20250316",""
"20250313","3호선","연신내","39832","38564","20250316",""
"20250313","3호선","구파발","24223","23252","20250316",""
"20250313","3호선","지축","8685","8768","20250316",""
"20250313","2호선","용두(동대문구청)","2863","2938","20250316",""
"20250313","2호선","신정네거리","11642","12144","20250316",""
"20250313","2호선","양천구청","7924","8552","20250316",""
"20250313","2호선","도림천","1555","1607","20250316",""
"20250313","2호선","신설동","3952","4043","20250316",""
"20250313","2호선","신답","1859","2124","20250316",""
"20250313","2호선","용답","3564","3644","20250316",""
"20250313","2호선","충정로(경기대입구)","11955","12744","20250316",""
"20250313","2호선","아현","12710","12021","20250316",""
"20250313","2호선","이대","21507","23791","20250316",""
"20250313","2호선","신촌","44631","45092","20250316",""
"20250313","2호선","홍대입구","72890","78417","20250316",""
"20250313","2호선","합정","33399","36362","20250316",""
"20250313","2호선","당산","21981","25472","20250316",""
"20250313","2호선","영등포구청","26272","27099","20250316",""
"20250313","2호선","문래","26931","27413","20250316",""
"20250313","2호선","신도림","57035","54992","20250316",""
"20250313","2호선","대림(구로구청)","27253","27418","20250316",""
"20250313","2호선","구로디지털단지","65983","65546","20250316",""
"20250313","2호선","신대방","27684","26838","20250316",""
"20250313","2호선","신림","60798","59371","20250316",""
"20250313","2호선","봉천","27550","25979","20250316",""
"20250313","2호선","서울대입구(관악구청)","54093","51487","20250316",""
"20250313","2호선","낙성대(강감찬)","31536","30638","20250316",""
"20250313","2호선","사당","47324","51384","20250316",""
"20250313","2호선","방배","22914","23657","20250316",""
"20250313","2호선","서초","25621","25234","20250316",""
"20250313","2호선","교대(법원.검찰청)","37396","44644","20250316",""
"20250313","2호선","강남","91586","90024","20250316",""
"20250313","2호선","역삼","61021","70233","20250316",""
"20250313","2호선","선릉","67631","59645","20250316",""
"20250313","2호선","삼성(무역센터)","64198","65951","20250316",""
"20250313","2호선","종합운동장","13044","14596","20250316",""
