"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20250309","신림선","서울지방병무청","1937","2208","20250312",""
"20250309","신림선","보라매","2457","2355","20250312",""
"20250309","신림선","보라매공원","1309","1448","20250312",""
"20250309","신림선","보라매병원","2689","2875","20250312",""
"20250309","신림선","당곡","2913","2820","20250312",""
"20250309","신림선","신림","1631","1892","20250312",""
"20250309","신림선","서원","2358","2222","20250312",""
"20250309","신림선","서울대벤처타운","6962","6577","20250312",""
"20250309","신림선","관악산(서울대)","3569","4128","20250312",""
"20250309","안산선","산본","10382","10873","20250312",""
"20250309","안산선","대야미","3245","3032","20250312",""
"20250309","안산선","반월","2795","2748","20250312",""
"20250309","안산선","상록수","9877","9785","20250312",""
"20250309","안산선","한대앞","6663","6631","20250312",""
"20250309","안산선","중앙","13760","13388","20250312",""
"20250309","안산선","고잔","5645","5381","20250312",""
"20250309","안산선","초지","2823","2799","20250312",""
"20250309","안산선","안산","10992","10174","20250312",""
"20250309","안산선","신길온천","1622","1440","20250312",""
"20250309","안산선","정왕","6705","7111","20250312",""
"20250309","안산선","오이도","6086","5747","20250312",""
"20250309","안산선","수리산","2412","2242","20250312",""
"20250309","우이신설선","북한산우이","3403","3758","20250312",""
"20250309","우이신설선","솔밭공원","1791","1695","20250312",""
"20250309","우이신설선","4.19민주묘지","2370","2258","20250312",""
"20250309","우이신설선","가오리","2844","2668","20250312",""
"20250309","우이신설선","화계","2633","2515","20250312",""
"20250309","우이신설선","삼양","1532","1534","20250312",""
"20250309","우이신설선","삼양사거리","1878","1805","20250312",""
"20250309","우이신설선","솔샘","3614","3271","20250312",""
"20250309","우이신설선","북한산보국문","4452","3991","20250312",""
"20250309","우이신설선","정릉","3438","2887","20250312",""
"20250309","우이신설선","성신여대입구(돈암)","2763","3017","20250312",""
"20250309","우이신설선","보문","1259","1341","20250312",""
"20250309","우이신설선","신설동","1696","1627","20250312",""
"20250309","일산선","원흥","6593","6415","20250312",""
"20250309","일산선","지축","1","0","20250312",""
"20250309","일산선","삼송","11995","11748","20250312",""
"20250309","일산선","원당","7091","6883","20250312",""
"20250309","일산선","화정","11688","12108","20250312",""
"20250309","일산선","대곡","6046","5821","20250312",""
"20250309","일산선","백석","6608","6563","20250312",""
"20250309","일산선","마두","4039","4118","20250312",""
"20250309","일산선","정발산","5983","5816","20250312",""
"20250309","일산선","주엽","6139","6104","20250312",""
"20250309","일산선","대화","6142","5569","20250312",""
"20250309","장항선","봉명","793","805","20250312",""
"20250309","장항선","쌍용(나사렛대)","1833","2077","20250312",""
"20250309","장항선","아산","4687","3294","20250312",""
"20250309","장항선","탕정","1417","1652","20250312",""
"20250309","장항선","배방","1117","1206","20250312",""
"20250309","장항선","온양온천","6792","6705","20250312",""
"20250309","장항선","신창(순천향대)","1112","2482","20250312",""
"20250309","중앙선","회기","19204","19763","20250312",""
"20250309","중앙선","중랑","3733","3677","20250312",""
"20250309","중앙선","상봉","4053","4054","20250312",""
"20250309","중앙선","망우","5145","5078","20250312",""
"20250309","중앙선","양원","1766","1803","20250312",""
"20250309","중앙선","구리","5326","5699","20250312",""
"20250309","중앙선","도농","5341","5262","20250312",""
"20250309","중앙선","양정","407","334","20250312",""
"20250309","중앙선","덕소","3527","3581","20250312",""
"20250309","중앙선","도심","1412","1174","20250312",""
"20250309","중앙선","팔당","990","964","20250312",""
"20250309","중앙선","운길산","937","915","20250312",""
"20250309","중앙선","양수","1716","1627","20250312",""
"20250309","중앙선","신원","294","245","20250312",""
"20250309","중앙선","국수","595","533","20250312",""
"20250309","중앙선","아신","470","442","20250312",""
"20250309","중앙선","오빈","242","223","20250312",""
"20250309","중앙선","양평","2450","2363","20250312",""
"20250309","중앙선","원덕","337","318","20250312",""
"20250309","중앙선","용문","1816","1603","20250312",""
"20250309","중앙선","지평","44","41","20250312",""
"20250309","4호선","길음","12963","12692","20250312",""
"20250309","4호선","미아사거리","17394","16677","20250312",""
"20250309","4호선","미아(서울사이버대학)","9789","9243","20250312",""
"20250309","4호선","수유(강북구청)","23368","22775","20250312",""
"20250309","4호선","쌍문","18641","17054","20250312",""
"20250309","4호선","창동","17715","18441","20250312",""
"20250309","4호선","노원","14793","15826","20250312",""
"20250309","4호선","상계","12464","11405","20250312",""
"20250309","4호선","당고개","6997","6470","20250312",""
"20250309","3호선","오금","3337","3309","20250312",""
"20250309","3호선","경찰병원","3351","3482","20250312",""
"20250309","3호선","가락시장","4580","4733","20250312",""
"20250309","3호선","수서","12330","12140","20250312",""
"20250309","3호선","일원","4941","5028","20250312",""
"20250309","3호선","대청","5272","5213","20250312",""
"20250309","3호선","학여울","1936","2109","20250312",""
"20250309","3호선","대치","7494","6468","20250312",""
"20250309","3호선","도곡","2768","2826","20250312",""
"20250309","3호선","매봉","5162","5190","20250312",""
"20250309","3호선","양재(서초구청)","16473","18128","20250312",""
"20250309","3호선","남부터미널(예술의전당)","19959","21263","20250312",""
"20250309","3호선","교대(법원.검찰청)","6784","3329","20250312",""
"20250309","3호선","고속터미널","48083","46295","20250312",""
"20250309","3호선","잠원","2867","2815","20250312",""
"20250309","3호선","신사","13869","13777","20250312",""
"20250309","3호선","압구정","16755","17033","20250312",""
"20250309","3호선","옥수","5775","5880","20250312",""
"20250309","3호선","금호","5115","4867","20250312",""
"20250309","3호선","약수","8186","7893","20250312",""
"20250309","3호선","동대입구","6528","7241","20250312",""
"20250309","3호선","을지로3가","5980","5434","20250312",""
"20250309","3호선","종로3가","6049","7107","20250312",""
"20250309","3호선","안국","17643","18407","20250312",""
"20250309","3호선","경복궁(정부서울청사)","19719","21564","20250312",""
"20250309","3호선","독립문","5725","6214","20250312",""
"20250309","3호선","무악재","2424","2653","20250312",""
"20250309","3호선","홍제","11458","11064","20250312",""
"20250309","3호선","녹번","8340","7776","20250312",""
"20250309","3호선","불광","11668","13189","20250312",""
"20250309","3호선","연신내","24973","23144","20250312",""
"20250309","3호선","구파발","13583","13671","20250312",""
"20250309","3호선","지축","4637","4364","20250312",""
"20250309","2호선","용두(동대문구청)","1734","1677","20250312",""
"20250309","2호선","신정네거리","6008","6247","20250312",""
"20250309","2호선","양천구청","3838","3913","20250312",""
"20250309","2호선","도림천","609","697","20250312",""
"20250309","2호선","신설동","4027","3958","20250312",""
"20250309","2호선","신답","897","931","20250312",""
"20250309","2호선","용답","2123","2231","20250312",""
"20250309","2호선","충정로(경기대입구)","4801","5473","20250312",""
"20250309","2호선","아현","6711","6430","20250312",""
"20250309","2호선","이대","11204","12513","20250312",""
"20250309","2호선","신촌","27704","26991","20250312",""
"20250309","2호선","홍대입구","71037","72446","20250312",""
"20250309","2호선","합정","24850","26011","20250312",""
"20250309","2호선","당산","10695","10896","20250312",""
"20250309","2호선","영등포구청","10396","10715","20250312",""
"20250309","2호선","문래","10507","11110","20250312",""
"20250309","2호선","신도림","36085","35087","20250312",""
"20250309","2호선","대림(구로구청)","18903","19540","20250312",""
"20250309","2호선","구로디지털단지","29633","28368","20250312",""
"20250309","2호선","신대방","17488","16897","20250312",""
"20250309","2호선","신림","38624","37559","20250312",""
"20250309","2호선","봉천","15102","14375","20250312",""
"20250309","2호선","서울대입구(관악구청)","30102","30483","20250312",""
"20250309","2호선","낙성대(강감찬)","18896","19149","20250312",""
"20250309","2호선","사당","30472","32463","20250312",""
"20250309","2호선","방배","8105","8419","20250312",""
"20250309","2호선","서초","15877","15507","20250312",""
"20250309","2호선","교대(법원.검찰청)","11677","13805","20250312",""
"20250309","2호선","강남","38423","37009","20250312",""
"20250309","2호선","역삼","13822","15569","20250312",""
"20250309","2호선","선릉","17825","15279","20250312",""
"20250309","2호선","삼성(무역센터)","25694","24680","20250312",""
"20250309","2호선","종합운동장","9962","11815","20250312",""
"20250309","2호선","잠실새내","14169","14230","20250312",""
"20250309","2호선","잠실(송파구청)","59621","55779","20250312",""
"20250309","2호선","잠실나루","6158","6112","20250312",""
"20250309","2호선","강변(동서울터미널)","20641","20984","20250312",""
"20250309","2호선","구의(광진구청)","14470","14471","20250312",""
"20250309","2호선","건대입구","31178","31028","20250312",""
"20250309","2호선","성수","33578","36349","20250312",""
"20250309","2호선","뚝섬","15994","15586","20250312",""
"20250309","2호선","한양대","3498","4093","20250312",""
"20250309","2호선","왕십리(성동구청)","10528","10322","20250312",""
"20250309","2호선","상왕십리","8252","8366","20250312",""
"20250309","2호선","신당","10200","10867","20250312",""
"20250309","2호선","동대문역사문화공원(DDP)","13024","15864","20250312",""
"20250309","2호선","을지로4가","7044","6810","20250312",""
"20250309","2호선","을지로3가","13812","13405","20250312",""
"20250309","2호선","을지로입구","27702","26935","20250312",""
"20250309","2호선","시청","9087","6937","20250312",""
"20250309","1호선","동묘앞","15835","16433","20250312",""
"20250309","1호선","청량리(서울시립대입구)","17158","17363","20250312",""
"20250309","1호선","제기동","12488","13152","20250312",""
"20250309","1호선","신설동","9883","9861","20250312",""
"20250309","1호선","동대문","12740","13524","20250312",""
"20250309","1호선","종로5가","13159","12608","20250312",""
"20250309","1호선","종로3가","18105","15864","20250312",""
"20250309","1호선","종각","15973","14382","20250312",""
"20250309","1호선","시청","11327","10727","20250312",""
"20250309","1호선","서울역","49666","45971","20250312",""
"20250310","6호선","약수","4289","4091","20250313",""
"20250310","6호선","버티고개","2546","2528","20250313",""
"20250310","6호선","한강진","9036","10547","20250313",""
"20250310","6호선","이태원","10429","10582","20250313",""
"20250310","6호선","녹사평(용산구청)","4894","4903","20250313",""
"20250310","6호선","삼각지","7505","7008","20250313",""
"20250310","6호선","효창공원앞","8782","8331","20250313",""
"20250310","6호선","공덕","21833","21214","20250313",""
"20250310","6호선","대흥(서강대앞)","11147","11744","20250313",""
"20250310","6호선","광흥창(서강)","11100","10713","20250313",""
"20250310","6호선","상수","10632","11574","20250313",""
"20250310","6호선","합정","13721","13256","20250313",""
"20250310","6호선","망원","15960","16871","20250313",""
"20250310","4호선","창동","29118","30656","20250313",""
"20250310","4호선","쌍문","32474","30433","20250313",""
"20250310","4호선","수유(강북구청)","37011","37850","20250313",""
"20250310","4호선","미아(서울사이버대학)","18400","18120","20250313",""
"20250310","4호선","미아사거리","28332","28257","20250313",""
"20250310","4호선","길음","25154","25758","20250313",""
"20250310","4호선","성신여대입구(돈암)","25816","24876","20250313",""
"20250310","4호선","한성대입구(삼선교)","16807","16210","20250313",""
"20250310","4호선","혜화","36099","35911","20250313",""
"20250310","4호선","동대문","21756","22155","20250313",""
"20250310","4호선","동대문역사문화공원(DDP)","20336","17905","20250313",""
"20250310","4호선","충무로","37466","37618","20250313",""
"20250310","4호선","명동","37662","39932","20250313",""
"20250310","4호선","회현(남대문시장)","31470","32864","20250313",""
"20250310","4호선","서울역","14180","23182","20250313",""
"20250310","4호선","숙대입구(갈월)","18068","17539","20250313",""
"20250310","4호선","삼각지","6279","6976","20250313",""
"20250310","4호선","신용산","20900","22764","20250313",""
"20250310","4호선","이촌(국립중앙박물관)","8142","9124","20250313",""
"20250310","4호선","동작(현충원)","1822","1973","20250313",""
"20250310","4호선","총신대입구(이수)","21451","23065","20250313",""
"20250310","4호선","사당","27266","24255","20250313",""
"20250310","4호선","남태령","1655","1457","20250313",""
"20250310","5호선","방화","7981","7618","20250313",""
"20250310","5호선","개화산","6722","6419","20250313",""
"20250310","5호선","김포공항","12777","7875","20250313",""
"20250310","5호선","송정","7105","6761","20250313",""
"20250310","5호선","마곡","14584","14559","20250313",""
"20250310","5호선","발산","26236","26415","20250313",""
"20250310","5호선","우장산","17013","17069","20250313",""
"20250310","5호선","화곡","31642","29930","20250313",""
"20250310","5호선","까치산","30615","29842","20250313",""
"20250310","5호선","신정(은행정)","14906","12500","20250313",""
"20250310","5호선","목동","18850","20450","20250313",""
"20250310","5호선","오목교(목동운동장앞)","23163","24450","20250313",""
"20250310","5호선","양평","9204","8955","20250313",""
"20250310","5호선","영등포구청","5641","5611","20250313",""
"20250310","5호선","영등포시장","13056","12935","20250313",""
"20250310","5호선","신길","5377","5795","20250313",""
"20250310","5호선","여의도","33400","35342","20250313",""
"20250310","5호선","여의나루","13175","14821","20250313",""
"20250310","5호선","마포","16724","16956","20250313",""
"20250310","5호선","공덕","16741","17671","20250313",""
"20250310","5호선","애오개","7521","7329","20250313",""
"20250310","5호선","충정로(경기대입구)","5707","6001","20250313",""
"20250310","5호선","서대문","24619","24727","20250313",""
"20250310","5호선","광화문(세종문화회관)","38082","39402","20250313",""
"20250310","5호선","종로3가","15232","15028","20250313",""
"20250310","5호선","을지로4가","7529","7434","20250313",""
"20250310","5호선","동대문역사문화공원(DDP)","3780","4159","20250313",""
"20250310","5호선","청구","4333","4050","20250313",""
"20250310","5호선","신금호","7194","7797","20250313",""
"20250310","5호선","행당","9051","8203","20250313",""
"20250310","5호선","왕십리(성동구청)","4883","5357","20250313",""
"20250310","5호선","마장","6755","6413","20250313",""
"20250310","5호선","답십리","18196","16675","20250313",""
"20250310","5호선","장한평","21819","21371","20250313",""
"20250310","5호선","군자(능동)","12979","14293","20250313",""
"20250310","5호선","아차산(어린이대공원후문)","16050","15652","20250313",""
"20250310","5호선","광나루(장신대)","12540","12169","20250313",""
"20250310","5호선","천호(풍납토성)","20688","20558","20250313",""
"20250310","5호선","강동","21211","20488","20250313",""
"20250310","5호선","길동","9919","10062","20250313",""
"20250310","5호선","굽은다리(강동구민회관앞)","10799","10558","20250313",""
"20250310","5호선","명일","9184","9363","20250313",""
"20250310","5호선","고덕","12077","11685","20250313",""
"20250310","5호선","상일동","16585","15855","20250313",""
"20250310","5호선","둔촌동","13808","13677","20250313",""
"20250310","5호선","올림픽공원(한국체대)","5519","4696","20250313",""
"20250310","5호선","방이","7919","8316","20250313",""
"20250310","5호선","오금","4383","4440","20250313",""
"20250310","5호선","개롱","7769","7930","20250313",""
"20250310","5호선","거여","11598","11346","20250313",""
"20250310","5호선","마천","8431","7485","20250313",""
"20250310","5호선","강일","6935","6551","20250313",""
"20250310","5호선","미사","19701","19955","20250313",""
"20250310","5호선","하남풍산","5201","5112","20250313",""
"20250310","5호선","하남시청(덕풍·신장)","9651","9287","20250313",""
"20250310","5호선","하남검단산","6857","6417","20250313",""
"20250310","6호선","응암","20299","20242","20250313",""
"20250310","6호선","역촌","4248","5092","20250313",""
"20250310","6호선","불광","4972","4897","20250313",""
"20250310","6호선","독바위","3002","3128","20250313",""
"20250310","6호선","구산","9491","7149","20250313",""
"20250310","6호선","새절(신사)","14524","13648","20250313",""
"20250310","6호선","증산(명지대앞)","10624","10816","20250313",""
"20250310","6호선","디지털미디어시티","16848","18255","20250313",""
"20250310","6호선","월드컵경기장(성산)","4558","4727","20250313",""
"20250310","6호선","마포구청","16332","14895","20250313",""
"20250310","중앙선","아신","565","566","20250313",""
"20250310","중앙선","국수","818","770","20250313",""
"20250310","중앙선","신원","286","281","20250313",""
"20250310","중앙선","양수","1958","1897","20250313",""
"20250310","중앙선","운길산","683","686","20250313",""
"20250310","중앙선","팔당","734","722","20250313",""
"20250310","중앙선","도심","2928","2292","20250313",""
"20250310","중앙선","덕소","6012","6010","20250313",""
"20250310","중앙선","양정","602","508","20250313",""
"20250310","중앙선","도농","11081","10108","20250313",""
"20250310","중앙선","구리","9109","9361","20250313",""
"20250310","중앙선","양원","3696","3621","20250313",""
"20250310","중앙선","망우","8357","8053","20250313",""
"20250310","중앙선","상봉","6204","6225","20250313",""
"20250310","중앙선","중랑","5915","5703","20250313",""
"20250310","중앙선","회기","31535","31339","20250313",""
"20250310","장항선","신창(순천향대)","3191","3900","20250313",""
"20250310","장항선","온양온천","5277","5250","20250313",""
"20250310","장항선","배방","1464","1515","20250313",""
"20250310","장항선","탕정","2350","2119","20250313",""
"20250310","장항선","아산","5311","4530","20250313",""
"20250310","장항선","쌍용(나사렛대)","3747","3811","20250313",""
"20250310","장항선","봉명","1686","1715","20250313",""
"20250310","일산선","대화","13221","10159","20250313",""
"20250310","일산선","주엽","10389","10320","20250313",""
"20250310","일산선","정발산","7462","7436","20250313",""
"20250310","일산선","마두","9292","9325","20250313",""
"20250310","일산선","백석","11269","11723","20250313",""
"20250310","일산선","대곡","9989","8825","20250313",""
"20250310","일산선","화정","19566","19941","20250313",""
"20250310","일산선","원당","13179","12651","20250313",""
"20250310","일산선","삼송","21874","20995","20250313",""
"20250310","일산선","원흥","12646","12233","20250313",""
"20250310","우이신설선","신설동","2859","2647","20250313",""
"20250310","우이신설선","보문","1982","1963","20250313",""
"20250310","우이신설선","성신여대입구(돈암)","4077","4371","20250313",""
"20250310","우이신설선","정릉","5359","4942","20250313",""
"20250310","우이신설선","북한산보국문","7121","6957","20250313",""
"20250310","중앙선","오빈","304","322","20250313",""
"20250310","중앙선","양평","3482","3588","20250313",""
"20250310","중앙선","원덕","383","363","20250313",""
"20250310","중앙선","용문","3482","3373","20250313",""
"20250310","중앙선","지평","59","73","20250313",""
"20250310","우이신설선","솔샘","6641","6451","20250313",""
"20250310","우이신설선","삼양사거리","2801","2852","20250313",""
"20250310","우이신설선","삼양","2593","2747","20250313",""
"20250310","우이신설선","화계","4139","3969","20250313",""
"20250310","우이신설선","가오리","4762","4817","20250313",""
"20250310","우이신설선","4.19민주묘지","5002","5037","20250313",""
"20250310","우이신설선","솔밭공원","2921","2759","20250313",""
"20250310","우이신설선","북한산우이","2884","2688","20250313",""
"20250310","안산선","수리산","4600","3832","20250313",""
"20250310","안산선","오이도","8807","8657","20250313",""
"20250310","안산선","정왕","12396","12577","20250313",""
"20250310","안산선","신길온천","2433","2039","20250313",""
"20250310","안산선","안산","12802","11673","20250313",""
"20250310","안산선","초지","6140","6359","20250313",""
"20250310","안산선","고잔","10692","10069","20250313",""
"20250310","안산선","중앙","20766","21501","20250313",""
"20250310","안산선","한대앞","11736","11992","20250313",""
"20250310","안산선","상록수","17817","17991","20250313",""
"20250310","안산선","반월","4964","4856","20250313",""
"20250310","안산선","대야미","5413","4853","20250313",""
"20250310","안산선","산본","17946","19165","20250313",""
"20250310","신림선","관악산(서울대)","3530","3473","20250313",""
"20250310","신림선","서울대벤처타운","10842","10171","20250313",""
"20250310","신림선","서원","3863","3430","20250313",""
"20250310","신림선","신림","2379","2928","20250313",""
"20250310","신림선","당곡","5403","5279","20250313",""
"20250310","신림선","보라매병원","9308","9799","20250313",""
"20250310","신림선","보라매공원","2558","2828","20250313",""
"20250310","신림선","보라매","5025","4504","20250313",""
"20250310","신림선","서울지방병무청","3600","3963","20250313",""
"20250310","신림선","대방","3261","2717","20250313",""
"20250310","신림선","샛강","3653","4147","20250313",""
"20250310","수인선","인천","1055","1597","20250313",""
"20250310","수인선","신포","2021","2081","20250313",""
"20250310","수인선","숭의","4823","4379","20250313",""
"20250310","수인선","인하대","9544","9139","20250313",""
"20250310","수인선","송도","2924","2472","20250313",""
"20250310","수인선","연수","4975","4978","20250313",""
"20250310","수인선","원인재","4846","4885","20250313",""
"20250310","수인선","남동인더스파크","2449","2817","20250313",""
"20250310","수인선","호구포","4263","4397","20250313",""
"20250310","수인선","인천논현","6148","6525","20250313",""
"20250310","수인선","소래포구","5402","5017","20250313",""
"20250310","수인선","월곶","3175","2898","20250313",""
"20250310","수인선","달월","102","71","20250313",""
"20250310","수인선","사리","5909","5168","20250313",""
"20250310","수인선","야목","547","481","20250313",""
"20250310","수인선","어천","1733","1670","20250313",""
"20250310","수인선","오목천","6064","5214","20250313",""
"20250310","수인선","고색","6695","6480","20250313",""
"20250310","서해선","부천종합운동장","3245","2760","20250313",""
"20250310","서해선","원종","5308","5385","20250313",""
"20250310","서해선","김포공항","2954","4063","20250313",""
"20250310","분당선","매교","6199","6165","20250313",""
"20250310","분당선","수원시청","15237","16171","20250313",""
"20250310","분당선","매탄권선","6224","6077","20250313",""
"20250310","분당선","망포","17283","16740","20250313",""
"20250310","분당선","영통","10103","10405","20250313",""
"20250310","분당선","청명","5336","5105","20250313",""
"20250310","분당선","상갈","5990","5567","20250313",""
"20250310","분당선","기흥","12625","12084","20250313",""
"20250310","분당선","신갈","5800","5621","20250313",""
"20250310","분당선","구성","7819","7986","20250313",""
"20250310","분당선","죽전","15302","17101","20250313",""
"20250310","분당선","보정","2954","2667","20250313",""
"20250310","분당선","이매","6064","5625","20250313",""
"20250310","분당선","오리","12304","10651","20250313",""
"20250310","분당선","미금","17371","17922","20250313",""
"20250310","분당선","정자","20364","21311","20250313",""
"20250310","분당선","수내","14862","14842","20250313",""
"20250310","분당선","서현","25079","25695","20250313",""
"20250310","분당선","야탑","27799","29886","20250313",""
"20250310","분당선","모란","21494","21466","20250313",""
"20250310","분당선","태평","14316","14055","20250313",""
"20250310","분당선","가천대","16114","16509","20250313",""
"20250310","분당선","선정릉","8779","9216","20250313",""
"20250310","분당선","강남구청","10713","12216","20250313",""
"20250310","분당선","압구정로데오","18058","19444","20250313",""
"20250310","분당선","서울숲","12841","13158","20250313",""
"20250310","분당선","수원","8598","7845","20250313",""
"20250310","분당선","복정","4","0","20250313",""
"20250310","분당선","수서","18806","19557","20250313",""
"20250310","분당선","대모산입구","6917","6504","20250313",""
"20250310","분당선","개포동","4962","5190","20250313",""
"20250310","분당선","구룡","4412","4398","20250313",""
"20250310","분당선","도곡","8792","8977","20250313",""
"20250310","분당선","한티","16357","17851","20250313",""
"20250310","분당선","선릉","15089","22534","20250313",""
"20250310","과천선","범계","31155","31363","20250313",""
"20250310","과천선","평촌","20683","19973","20250313",""
"20250310","과천선","인덕원","28746","29292","20250313",""
"20250310","과천선","정부과천청사","15211","16329","20250313",""
"20250310","과천선","과천","7160","6526","20250313",""
"20250310","과천선","대공원","2019","2106","20250313",""
"20250310","과천선","경마공원","916","895","20250313",""
"20250310","과천선","선바위","8309","7507","20250313",""
"20250310","공항철도 1호선","영종","4678","4576","20250313",""
"20250310","공항철도 1호선","인천공항2터미널","8059","7302","20250313",""
"20250310","공항철도 1호선","인천공항1터미널","15640","15353","20250313",""
"20250310","공항철도 1호선","공항화물청사","2188","2275","20250313",""
"20250310","공항철도 1호선","운서","10874","10421","20250313",""
"20250310","공항철도 1호선","청라국제도시","8247","7666","20250313",""
"20250310","공항철도 1호선","검암","6817","6858","20250313",""
"20250310","공항철도 1호선","계양","14601","14086","20250313",""
"20250310","공항철도 1호선","김포공항","9561","5629","20250313",""
"20250310","공항철도 1호선","마곡나루(서울식물원)","13673","12834","20250313",""
"20250310","공항철도 1호선","디지털미디어시티","15730","14891","20250313",""
"20250310","공항철도 1호선","홍대입구","13950","12905","20250313",""
"20250310","공항철도 1호선","공덕","3335","4144","20250313",""
"20250310","공항철도 1호선","서울역","13943","11982","20250313",""
"20250310","경춘선","춘천","1790","1952","20250313",""
"20250310","경춘선","남춘천","2942","3365","20250313",""
"20250310","경춘선","김유정","406","398","20250313",""
"20250310","경춘선","강촌","580","509","20250313",""
"20250310","경춘선","백양리","40","54","20250313",""
"20250310","경춘선","굴봉산","93","93","20250313",""
"20250310","경춘선","가평","1781","1691","20250313",""
"20250310","경춘선","상천","273","233","20250313",""
"20250310","경춘선","청평","1806","1722","20250313",""
"20250310","경춘선","대성리","420","427","20250313",""
"20250310","경춘선","마석","4556","4326","20250313",""
"20250310","경춘선","천마산","1762","1603","20250313",""
"20250310","경춘선","평내호평","7372","7039","20250313",""
"20250310","경춘선","금곡","1760","1698","20250313",""
"20250310","경춘선","사릉","2471","2321","20250313",""
"20250310","경춘선","퇴계원","3818","3462","20250313",""
"20250310","경춘선","별내","2750","2445","20250313",""
"20250310","경춘선","갈매","3003","2636","20250313",""
"20250310","경춘선","신내","3272","3061","20250313",""
"20250310","경인선","도화","4713","4162","20250313",""
"20250310","경인선","중동","10228","9580","20250313",""
"20250310","경인선","온수(성공회대입구)","7419","6946","20250313",""
"20250310","경인선","도원","3888","3801","20250313",""
"20250310","경인선","간석","6251","5824","20250313",""
"20250310","경인선","부개","9619","9001","20250313",""
"20250310","경인선","소사","8608","7744","20250313",""
"20250310","경인선","구일","8152","8064","20250313",""
"20250310","경인선","인천","3716","2859","20250313",""
"20250310","경인선","동인천","13889","13020","20250313",""
"20250310","경인선","제물포","12739","12273","20250313",""
"20250310","경인선","주안","20419","18726","20250313",""
"20250310","경인선","동암","16279","16472","20250313",""
"20250310","경인선","백운","7968","7871","20250313",""
"20250310","경인선","부평","30428","31311","20250313",""
"20250310","경인선","송내","29049","28550","20250313",""
"20250310","경인선","부천","34189","33977","20250313",""
"20250310","경인선","역곡","30784","30750","20250313",""
"20250310","경인선","오류동","12631","12083","20250313",""
"20250310","경인선","개봉","24326","24156","20250313",""
"20250310","경의선","검암","1","0","20250313",""
"20250310","경의선","운천","3","5","20250313",""
"20250310","경의선","임진강","5","0","20250313",""
"20250310","경의선","문산","6049","5474","20250313",""
"20250310","경의선","파주","1859","1500","20250313",""
"20250310","경의선","월롱","2400","2130","20250313",""
"20250310","경의선","금촌","7110","6727","20250313",""
"20250310","경의선","금릉","5522","5420","20250313",""
"20250310","경의선","운정","7713","7255","20250313",""
"20250310","경의선","야당","8589","8676","20250313",""
"20250310","경의선","탄현","8711","8362","20250313",""
"20250310","경의선","일산","12328","12097","20250313",""
"20250310","경의선","풍산","7049","6618","20250313",""
"20250310","경의선","백마","8314","8192","20250313",""
"20250310","경의선","곡산","728","780","20250313",""
"20250310","경의선","능곡","5278","4842","20250313",""
"20250310","경의선","행신","8781","8802","20250313",""
"20250310","경의선","강매","3774","3228","20250313",""
"20250310","경의선","한국항공대","4565","4414","20250313",""
"20250310","경의선","수색","3670","3768","20250313",""
"20250310","경의선","디지털미디어시티","2882","2771","20250313",""
"20250310","경의선","가좌","6660","6555","20250313",""
"20250310","경의선","홍대입구","1979","2272","20250313",""
"20250310","경의선","서강대","2611","2566","20250313",""
"20250310","경의선","공덕","4383","3627","20250313",""
"20250310","경의선","효창공원앞","3720","4124","20250313",""
"20250310","경의선","신촌","1219","1634","20250313",""
"20250310","경의선","서울역","4124","5684","20250313",""
"20250310","경원선","연천","1174","1000","20250313",""
"20250310","경원선","전곡","1294","1053","20250313",""
"20250310","경원선","청산","145","109","20250313",""
"20250310","경원선","소요산","1644","1577","20250313",""
"20250310","경원선","동두천","2732","2723","20250313",""
"20250310","경원선","보산","1579","1337","20250313",""
"20250310","경원선","동두천중앙","3498","3380","20250313",""
"20250310","경원선","지행","7106","7150","20250313",""
"20250310","경원선","덕정","7717","7232","20250313",""
"20250310","경원선","덕계","6981","6350","20250313",""
"20250310","경원선","양주","8548","8067","20250313",""
"20250310","경원선","녹양","4830","4552","20250313",""
"20250310","경원선","가능","7338","6973","20250313",""
"20250310","경원선","의정부","19894","20072","20250313",""
"20250310","경원선","회룡","14601","14211","20250313",""
"20250310","경원선","망월사","10799","10998","20250313",""
"20250310","경원선","도봉산","8149","5220","20250313",""
"20250310","경원선","도봉","6442","6163","20250313",""
"20250310","경원선","방학","10936","10572","20250313",""
"20250310","경원선","창동","3","0","20250313",""
"20250310","경원선","녹천","4903","4130","20250313",""
"20250310","경원선","월계","8975","8308","20250313",""
"20250310","경원선","광운대","10742","10522","20250313",""
"20250310","경원선","석계","7915","9100","20250313",""
"20250310","경원선","신이문","9132","8489","20250313",""
"20250310","경원선","외대앞","12482","12714","20250313",""
"20250310","경원선","청량리(서울시립대입구)","16955","18016","20250313",""
"20250310","경원선","왕십리(성동구청)","18249","17378","20250313",""
"20250310","경원선","응봉","2028","1714","20250313",""
"20250310","경원선","옥수","62","56","20250313",""
"20250310","경원선","한남","4113","3937","20250313",""
"20250310","경원선","서빙고","2275","2050","20250313",""
"20250310","경원선","이촌(국립중앙박물관)","4402","3532","20250313",""
"20250310","경부선","광명","3934","3390","20250313",""
"20250310","경부선","서동탄","1722","1386","20250313",""
"20250310","경부선","당정","7789","7323","20250313",""
"20250310","경부선","천안","8439","7642","20250313",""
"20250310","경부선","두정","9715","11758","20250313",""
